,index,table_id,annotator_id,premise,hypothesis,label,premise_cleaned,Rel_with_toks
739,739,T856,GW60," The Genre of Death Note are Mystery,  supernatural, and  thriller.  The Published by of Death Note are Shueisha.  The English publisher of Death Note are AUS  Madman Entertainment  NA/UK   Viz Media.  The Magazine of Death Note are Weekly Shonen Jump. ",Madman Entertainment and Viz Media are part of the same Shueisha publishing company,1,"the genre of death note are mystery ,   supernatural ,  and  thriller .   the published by of death note are shueisha .   the english publisher of death note are aus  madman entertainment  na / uk   viz media .   the magazine of death note are weekly shonen jump . ","[(('note', 4), ('part', 6), 0, ['RelatedTo']), (('note', 18), ('part', 6), 0, ['RelatedTo']), (('note', 27), ('part', 6), 0, ['RelatedTo']), (('publishing', 11), ('media', 36), 1, ['IsA']), (('note', 42), ('part', 6), 0, ['RelatedTo']), (('jump', 46), ('part', 6), 0, ['Co-Hyponym']), (('part', 6), ('jump', 46), 1, ['Co-Hyponym'])]"
740,740,T856,GW60," The Written by of Death Note are Tsugumi Ohba.  The Illustrated by of Death Note are Takeshi Obata.  The Published by of Death Note are Shueisha.  The Original run of Death Note are December 1, 2003 - May 15, 2006. ",Death note was not written by and illustrated by the same person.,2,"the written by of death note are tsugumi ohba .   the illustrated by of death note are takeshi obata .   the published by of death note are shueisha .   the original run of death note are december 1 ,  2003  -  may 15 ,  2006 . ","[(('note', 1), ('written', 1), 1, ['RelatedTo']), (('note', 5), ('written', 4), 0, ['RelatedTo']), (('note', 15), ('written', 4), 0, ['RelatedTo']), (('note', 25), ('written', 4), 0, ['RelatedTo']), (('person', 11), ('run', 31), 1, ['Desires']), (('note', 34), ('written', 4), 0, ['RelatedTo']), (('person', 11), ('may', 41), 1, ['Synonym'])]"
741,741,T856,GW51," The Volumes of Death Note are 12 (List of volumes).   The English publisher of Death Note are AUS  Madman Entertainment  NA/UK   Viz Media.  The Magazine of Death Note are Weekly Shonen Jump.  The Original run of Death Note are December 1, 2003 - May 15, 2006. ",Death Note is a manga series that ran for about 5 years in the mid 2000's.,0,"the volumes of death note are 12  ( list of volumes )  .    the english publisher of death note are aus  madman entertainment  na / uk   viz media .   the magazine of death note are weekly shonen jump .   the original run of death note are december 1 ,  2003  -  may 15 ,  2006 . ","[(('note', 1), ('list', 8), 1, ['RelatedTo']), (('note', 1), ('uk', 25), 1, ['HasContext']), (('manga', 4), ('magazine', 30), 1, ['IsA']), (('weekly', 35), ('series', 5), 0, ['Hypernym', 'IsA']), (('series', 5), ('weekly', 35), 1, ['Hyponym']), (('shonen', 36), ('manga', 4), 0, ['HasContext', 'RelatedTo']), (('run', 41), ('series', 5), 0, ['Hypernym']), (('series', 5), ('run', 41), 1, ['Hyponym']), (('run', 41), ('ran', 7), 0, ['RelatedTo']), (('ran', 7), ('run', 41), 1, ['FormOf', 'RelatedTo']), (('run', 41), ('years', 11), 0, ['Co-Hyponym']), (('years', 11), ('run', 41), 1, ['Co-Hyponym']), (('1', 47), ('5', 10), 0, ['Co-Hyponym']), (('5', 10), ('1', 47), 1, ['Co-Hyponym'])]"
742,742,T856,GW51," The Illustrated by of Death Note are Takeshi Obata.  The English publisher of Death Note are AUS  Madman Entertainment  NA/UK   Viz Media.  The Magazine of Death Note are Weekly Shonen Jump.  The Original run of Death Note are December 1, 2003 - May 15, 2006. ",Death Note was adapted for TV as an anime series in the late 2000's.,1,"the illustrated by of death note are takeshi obata .   the english publisher of death note are aus  madman entertainment  na / uk   viz media .   the magazine of death note are weekly shonen jump .   the original run of death note are december 1 ,  2003  -  may 15 ,  2006 . ","[(('tv', 5), ('entertainment', 19), 1, ['UsedFor']), (('anime', 8), ('entertainment', 19), 1, ['UsedFor']), (('note', 1), ('uk', 22), 1, ['HasContext']), (('weekly', 32), ('series', 9), 0, ['Hypernym', 'IsA']), (('series', 9), ('weekly', 32), 1, ['Hyponym']), (('shonen', 33), ('anime', 8), 0, ['HasContext', 'RelatedTo']), (('run', 38), ('series', 9), 0, ['Hypernym']), (('series', 9), ('run', 38), 1, ['Hyponym']), (('run', 38), ('late', 12), 0, ['MotivatedByGoal'])]"
743,743,T856,GW51, The Written by of Death Note are Tsugumi Ohba.  The Illustrated by of Death Note are Takeshi Obata.  The Published by of Death Note are Shueisha.  The English publisher of Death Note are AUS  Madman Entertainment  NA/UK   Viz Media. ,Death Note was published by Shueisha.,2,the written by of death note are tsugumi ohba .   the illustrated by of death note are takeshi obata .   the published by of death note are shueisha .   the english publisher of death note are aus  madman entertainment  na / uk   viz media . ,"[(('note', 1), ('written', 1), 1, ['RelatedTo']), (('note', 1), ('uk', 41), 1, ['HasContext'])]"
744,744,T856,GW4, The Written by of Death Note are Tsugumi Ohba.  The Illustrated by of Death Note are Takeshi Obata.  The Published by of Death Note are Shueisha.  The English publisher of Death Note are AUS  Madman Entertainment  NA/UK   Viz Media. ,Death Note was written and published by the same person.,0,the written by of death note are tsugumi ohba .   the illustrated by of death note are takeshi obata .   the published by of death note are shueisha .   the english publisher of death note are aus  madman entertainment  na / uk   viz media . ,"[(('note', 1), ('written', 1), 1, ['RelatedTo']), (('note', 5), ('written', 3), 0, ['RelatedTo']), (('note', 15), ('written', 3), 0, ['RelatedTo']), (('note', 25), ('written', 3), 0, ['RelatedTo']), (('publisher', 31), ('person', 9), 0, ['Hypernym']), (('person', 9), ('publisher', 31), 1, ['Hyponym']), (('note', 34), ('written', 3), 0, ['RelatedTo']), (('madman', 37), ('person', 9), 0, ['Hypernym', 'RelatedTo']), (('person', 9), ('madman', 37), 1, ['Hyponym']), (('note', 1), ('uk', 41), 1, ['HasContext'])]"
745,745,T856,GW4," The Illustrated by of Death Note are Takeshi Obata.  The English publisher of Death Note are AUS  Madman Entertainment  NA/UK   Viz Media.  The Demographic of Death Note are Shonen.  The Original run of Death Note are December 1, 2003 - May 15, 2006. ",The comic Death Note has been translated to English for the NA/UK markets.,1,"the illustrated by of death note are takeshi obata .   the english publisher of death note are aus  madman entertainment  na / uk   viz media .   the demographic of death note are shonen .   the original run of death note are december 1 ,  2003  -  may 15 ,  2006 . ","[(('note', 5), ('uk', 13), 0, ['HasContext']), (('english', 11), ('uk', 13), 0, ['RelatedTo']), (('note', 15), ('uk', 13), 0, ['HasContext']), (('note', 3), ('uk', 22), 1, ['HasContext']), (('english', 8), ('uk', 22), 1, ['RelatedTo']), (('viz', 23), ('comic', 1), 0, ['IsA']), (('note', 30), ('uk', 13), 0, ['HasContext']), (('note', 39), ('uk', 13), 0, ['HasContext'])]"
746,746,T856,GW4," The Volumes of Death Note are 12 (List of volumes).   The English publisher of Death Note are AUS  Madman Entertainment  NA/UK   Viz Media.  The Magazine of Death Note are Weekly Shonen Jump.  The Original run of Death Note are December 1, 2003 - May 15, 2006. ",The comic Death Note ran for under 6 years.,2,"the volumes of death note are 12  ( list of volumes )  .    the english publisher of death note are aus  madman entertainment  na / uk   viz media .   the magazine of death note are weekly shonen jump .   the original run of death note are december 1 ,  2003  -  may 15 ,  2006 . ","[(('note', 3), ('list', 8), 1, ['RelatedTo']), (('note', 3), ('uk', 25), 1, ['HasContext']), (('viz', 26), ('comic', 1), 0, ['IsA']), (('run', 41), ('ran', 4), 0, ['RelatedTo']), (('ran', 4), ('run', 41), 1, ['FormOf', 'RelatedTo']), (('run', 41), ('years', 8), 0, ['Co-Hyponym']), (('years', 8), ('run', 41), 1, ['Co-Hyponym']), (('1', 47), ('6', 7), 0, ['Co-Hyponym']), (('6', 7), ('1', 47), 1, ['Co-Hyponym'])]"
747,747,T857,GW6," The Published of Death Note are August 1, 2006.  The Original network of Death Note are Nippon TV.  The Original run of Death Note are October 3, 2006  -  June 26, 2007.  The Episodes of Death Note are 37 (List of episodes).  ",Death Note aired an average of about 10 episodes per month during its original run.,0,"the published of death note are august 1 ,  2006 .   the original network of death note are nippon tv .   the original run of death note are october 3 ,  2006   -   june 26 ,  2007 .   the episodes of death note are 37  ( list of episodes )  . ","[(('august', 6), ('month', 10), 0, ['RelatedTo', 'IsA']), (('month', 10), ('august', 6), 1, ['RelatedTo']), (('run', 23), ('month', 10), 0, ['Co-Hyponym']), (('month', 10), ('run', 23), 1, ['Co-Hyponym']), (('october', 28), ('month', 10), 0, ['RelatedTo', 'IsA']), (('month', 10), ('october', 28), 1, ['RelatedTo']), (('june', 33), ('month', 10), 0, ['RelatedTo', 'IsA']), (('month', 10), ('june', 33), 1, ['RelatedTo']), (('26', 34), ('10', 7), 0, ['Co-Hyponym']), (('10', 7), ('26', 34), 1, ['Co-Hyponym']), (('note', 1), ('list', 46), 1, ['RelatedTo']), (('list', 46), ('run', 14), 0, ['Co-Hyponym']), (('run', 14), ('list', 46), 1, ['Co-Hyponym'])]"
748,748,T857,GW6," The Licensed by of Death Note are AUS  Madman Entertainment NA  Viz Media UK  Manga Entertainment.  The Original run of Death Note are October 3, 2006  -  June 26, 2007.  The English publisher of Death Note are NA  Viz Media.  The English network of Death Note are AU  ABC2 CA  YTV,  Scream NA  Neon Alley US  Adult Swim, and  Starz ZA  Animax. ",Death Note was licensed by Viz Media to run on ABC2.,1,"the licensed by of death note are aus  madman entertainment na  viz media uk  manga entertainment .   the original run of death note are october 3 ,  2006   -   june 26 ,  2007 .   the english publisher of death note are na  viz media .   the english network of death note are au  abc2 ca  ytv ,   scream na  neon alley us  adult swim ,  and  starz za  animax . ","[(('run', 8), ('media', 12), 1, ['RelatedTo']), (('note', 1), ('uk', 13), 1, ['HasContext']), (('run', 19), ('media', 6), 0, ['RelatedTo']), (('run', 8), ('media', 43), 1, ['RelatedTo']), (('swim', 63), ('run', 8), 0, ['RelatedTo', 'Co-Hyponym']), (('run', 8), ('swim', 63), 1, ['Co-Hyponym'])]"
749,749,T857,GW6," The Licensed by of Death Note are AUS  Madman Entertainment NA  Viz Media UK  Manga Entertainment.  The Original network of Death Note are Nippon TV.  The English publisher of Death Note are NA  Viz Media.  The English network of Death Note are AU  ABC2 CA  YTV,  Scream NA  Neon Alley US  Adult Swim, and  Starz ZA  Animax. ",Death Note was licensed by different companies in all English-speaking countries.,2,"the licensed by of death note are aus  madman entertainment na  viz media uk  manga entertainment .   the original network of death note are nippon tv .   the english publisher of death note are na  viz media .   the english network of death note are au  abc2 ca  ytv ,   scream na  neon alley us  adult swim ,  and  starz za  animax . ","[(('note', 1), ('uk', 13), 1, ['HasContext']), (('english', 9), ('uk', 13), 1, ['RelatedTo']), (('english', 28), ('speaking', 11), 0, ['RelatedTo']), (('english', 39), ('speaking', 11), 0, ['RelatedTo']), (('english', 9), ('us', 54), 1, ['HasContext', 'RelatedTo'])]"
750,750,T857,GW4," The Original network of Death Note are Nippon TV.  The English network of Death Note are AU  ABC2 CA  YTV,  Scream NA  Neon Alley US  Adult Swim, and  Starz ZA  Animax.  The Original run of Death Note are October 3, 2006  -  June 26, 2007.  The Episodes of Death Note are 37 (List of episodes).  ",The show Death Note came out in five different regions.,0,"the original network of death note are nippon tv .   the english network of death note are au  abc2 ca  ytv ,   scream na  neon alley us  adult swim ,  and  starz za  animax .   the original run of death note are october 3 ,  2006   -   june 26 ,  2007 .   the episodes of death note are 37  ( list of episodes )  . ","[(('show', 1), ('tv', 8), 1, ['RelatedTo']), (('five', 7), ('us', 26), 1, ['HasContext']), (('run', 37), ('show', 1), 0, ['Co-Hyponym', 'Hyponym']), (('show', 1), ('run', 37), 1, ['Hypernym', 'Co-Hyponym']), (('run', 37), ('different', 8), 0, ['RelatedTo']), (('3', 43), ('five', 7), 0, ['Co-Hyponym']), (('five', 7), ('3', 43), 1, ['Co-Hyponym']), (('note', 3), ('list', 60), 1, ['RelatedTo'])]"
751,751,T857,GW4," The Written by of Death Note are Toshiki Inoue.  The Original network of Death Note are Nippon TV.  The English network of Death Note are AU  ABC2 CA  YTV,  Scream NA  Neon Alley US  Adult Swim, and  Starz ZA  Animax.  The English publisher of Death Note are NA  Viz Media. ",The show Death Note had to be translated to English.,1,"the written by of death note are toshiki inoue .   the original network of death note are nippon tv .   the english network of death note are au  abc2 ca  ytv ,   scream na  neon alley us  adult swim ,  and  starz za  animax .   the english publisher of death note are na  viz media . ","[(('note', 3), ('written', 1), 1, ['RelatedTo']), (('show', 1), ('tv', 18), 1, ['RelatedTo']), (('english', 9), ('us', 36), 1, ['HasContext', 'RelatedTo'])]"
752,752,T857,GW4," The Written by of Death Note are Toshiki Inoue.  The Published by of Death Note are Shueisha.  The Published of Death Note are August 1, 2006.  The Produced by of Death Note are Toshio Nakatani ,  Manabu Tamura , and  Masao Maruyama. ",Death Note was written and published by different people.,2,"the written by of death note are toshiki inoue .   the published by of death note are shueisha .   the published of death note are august 1 ,  2006 .   the produced by of death note are toshio nakatani  ,   manabu tamura  ,  and  masao maruyama . ","[(('note', 1), ('written', 1), 1, ['RelatedTo']), (('note', 5), ('written', 3), 0, ['RelatedTo']), (('note', 15), ('written', 3), 0, ['RelatedTo']), (('note', 23), ('written', 3), 0, ['RelatedTo']), (('note', 35), ('written', 3), 0, ['RelatedTo'])]"
753,753,T857,GW51, The Licensed by of Death Note are AUS  Madman Entertainment NA  Viz Media UK  Manga Entertainment.  The Written by of Death Note are Toshiki Inoue.  The Episodes of Death Note are 37 (List of episodes).   The Original network of Death Note are Nippon TV. ,Death Note is an anime based off the same titled manga series from China.,0,the licensed by of death note are aus  madman entertainment na  viz media uk  manga entertainment .   the written by of death note are toshiki inoue .   the episodes of death note are 37  ( list of episodes )  .    the original network of death note are nippon tv . ,"[(('anime', 4), ('entertainment', 9), 1, ['UsedFor']), (('note', 1), ('uk', 13), 1, ['HasContext']), (('manga', 14), ('anime', 4), 0, ['RelatedTo']), (('anime', 4), ('manga', 14), 1, ['SimilarTo']), (('anime', 4), ('entertainment', 15), 1, ['UsedFor']), (('note', 1), ('written', 18), 1, ['RelatedTo']), (('series', 11), ('episodes', 28), 1, ['RelatedTo']), (('note', 1), ('list', 35), 1, ['RelatedTo']), (('series', 11), ('episodes', 37), 1, ['RelatedTo']), (('series', 11), ('tv', 48), 1, ['RelatedTo'])]"
754,754,T857,GW51, The Licensed by of Death Note are AUS  Madman Entertainment NA  Viz Media UK  Manga Entertainment.  The Original network of Death Note are Nippon TV.  The Episodes of Death Note are 37 (List of episodes).   The Written by of Death Note are Toshiki Inoue. ,Death Note is one of the highest selling manga/anime series in the history of the genre.,1,the licensed by of death note are aus  madman entertainment na  viz media uk  manga entertainment .   the original network of death note are nippon tv .   the episodes of death note are 37  ( list of episodes )  .    the written by of death note are toshiki inoue . ,"[(('anime', 10), ('entertainment', 9), 1, ['UsedFor']), (('note', 1), ('uk', 13), 1, ['HasContext']), (('manga', 14), ('anime', 10), 0, ['RelatedTo']), (('anime', 10), ('manga', 14), 1, ['SimilarTo']), (('anime', 10), ('entertainment', 15), 1, ['UsedFor']), (('series', 11), ('tv', 25), 1, ['RelatedTo']), (('series', 11), ('episodes', 28), 1, ['RelatedTo']), (('note', 1), ('list', 35), 1, ['RelatedTo']), (('series', 11), ('episodes', 37), 1, ['RelatedTo']), (('note', 1), ('written', 41), 1, ['RelatedTo'])]"
755,755,T857,GW51," The Published of Death Note are August 1, 2006.  The English network of Death Note are AU  ABC2 CA  YTV,  Scream NA  Neon Alley US  Adult Swim, and  Starz ZA  Animax.  The Original run of Death Note are October 3, 2006  -  June 26, 2007.  The Episodes of Death Note are 37 (List of episodes).  ",Death Note ran as a series for under 4 years before concluding in the late 2000's.,2,"the published of death note are august 1 ,  2006 .   the english network of death note are au  abc2 ca  ytv ,   scream na  neon alley us  adult swim ,  and  starz za  animax .   the original run of death note are october 3 ,  2006   -   june 26 ,  2007 .   the episodes of death note are 37  ( list of episodes )  . ","[(('1', 7), ('4', 8), 0, ['Synonym', 'Co-Hyponym']), (('4', 8), ('1', 7), 1, ['Co-Hyponym']), (('series', 5), ('us', 27), 1, ['HasContext']), (('run', 38), ('ran', 2), 0, ['RelatedTo']), (('ran', 2), ('run', 38), 1, ['FormOf', 'RelatedTo']), (('run', 38), ('series', 5), 0, ['Hypernym']), (('series', 5), ('run', 38), 1, ['Hyponym']), (('run', 38), ('years', 9), 0, ['Co-Hyponym']), (('years', 9), ('run', 38), 1, ['Co-Hyponym']), (('run', 38), ('late', 14), 0, ['MotivatedByGoal']), (('3', 44), ('4', 8), 0, ['Co-Hyponym']), (('4', 8), ('3', 44), 1, ['Co-Hyponym']), (('series', 5), ('episodes', 54), 1, ['RelatedTo']), (('note', 1), ('list', 61), 1, ['RelatedTo']), (('series', 5), ('episodes', 63), 1, ['RelatedTo'])]"
756,756,T858,GW4," The Production companies of Death Note are LP Entertainment, Vertigo Entertainment, and Lin Pictures.  The Produced by of Death Note are Roy Lee, Dan Lin, Masi Oka, Jason Hoffs, and Ted Sarandos.  The Screenplay by of Death Note are Charles Parlapanides, Vlas Parlapanides, and Jeremy Slater.  The Starring of Death Note are Nat Wolff, Lakeith Stanfield, Margaret Qualley, Shea Whigham, Paul Nakauchi, Jason Liles, and Willem Dafoe. ",The film Death Note had  one production company.,0,"the production companies of death note are lp entertainment ,  vertigo entertainment ,  and lin pictures .   the produced by of death note are roy lee ,  dan lin ,  masi oka ,  jason hoffs ,  and ted sarandos .   the screenplay by of death note are charles parlapanides ,  vlas parlapanides ,  and jeremy slater .   the starring of death note are nat wolff ,  lakeith stanfield ,  margaret qualley ,  shea whigham ,  paul nakauchi ,  jason liles ,  and willem dafoe . ","[(('production', 1), ('film', 1), 0, ['Hyponym']), (('film', 1), ('production', 1), 1, ['Hypernym']), (('companies', 2), ('company', 7), 0, ['FormOf', 'RelatedTo']), (('entertainment', 8), ('production', 6), 0, ['Hyponym']), (('production', 6), ('entertainment', 8), 1, ['Hypernym']), (('entertainment', 11), ('production', 6), 0, ['Hyponym']), (('production', 6), ('entertainment', 11), 1, ['Hypernym']), (('production', 6), ('produced', 18), 1, ['RelatedTo']), (('ted', 37), ('company', 7), 0, ['IsA'])]"
757,757,T858,GW4," The Production companies of Death Note are LP Entertainment, Vertigo Entertainment, and Lin Pictures.  The Distributed by of Death Note are Netflix.  The Screenplay by of Death Note are Charles Parlapanides, Vlas Parlapanides, and Jeremy Slater.  The Starring of Death Note are Nat Wolff, Lakeith Stanfield, Margaret Qualley, Shea Whigham, Paul Nakauchi, Jason Liles, and Willem Dafoe. ",The movie Death Note made money for Netflix.,1,"the production companies of death note are lp entertainment ,  vertigo entertainment ,  and lin pictures .   the distributed by of death note are netflix .   the screenplay by of death note are charles parlapanides ,  vlas parlapanides ,  and jeremy slater .   the starring of death note are nat wolff ,  lakeith stanfield ,  margaret qualley ,  shea whigham ,  paul nakauchi ,  jason liles ,  and willem dafoe . ","[(('production', 1), ('movie', 1), 0, ['RelatedTo', 'Hyponym']), (('movie', 1), ('production', 1), 1, ['Hypernym']), (('note', 5), ('money', 5), 0, ['RelatedTo']), (('entertainment', 8), ('movie', 1), 0, ['AtLocation', 'RelatedTo']), (('movie', 1), ('entertainment', 8), 1, ['UsedFor', 'RelatedTo']), (('entertainment', 11), ('movie', 1), 0, ['AtLocation', 'RelatedTo']), (('movie', 1), ('entertainment', 11), 1, ['UsedFor', 'RelatedTo']), (('movie', 1), ('pictures', 15), 1, ['RelatedTo']), (('note', 22), ('money', 5), 0, ['RelatedTo']), (('screenplay', 27), ('movie', 1), 0, ['RelatedTo']), (('note', 31), ('money', 5), 0, ['RelatedTo']), (('charles', 33), ('money', 5), 0, ['HasA']), (('note', 47), ('money', 5), 0, ['RelatedTo'])]"
758,758,T858,GW4," The Production companies of Death Note are LP Entertainment, Vertigo Entertainment, and Lin Pictures.  The Screenplay by of Death Note are Charles Parlapanides, Vlas Parlapanides, and Jeremy Slater.  The Starring of Death Note are Nat Wolff, Lakeith Stanfield, Margaret Qualley, Shea Whigham, Paul Nakauchi, Jason Liles, and Willem Dafoe.  The Cinematography of Death Note are David Tattersall. ",The movie Death Note did not have the same director and screenplay writer.,2,"the production companies of death note are lp entertainment ,  vertigo entertainment ,  and lin pictures .   the screenplay by of death note are charles parlapanides ,  vlas parlapanides ,  and jeremy slater .   the starring of death note are nat wolff ,  lakeith stanfield ,  margaret qualley ,  shea whigham ,  paul nakauchi ,  jason liles ,  and willem dafoe .   the cinematography of death note are david tattersall . ","[(('production', 1), ('movie', 1), 0, ['RelatedTo', 'Hyponym']), (('movie', 1), ('production', 1), 1, ['Hypernym']), (('entertainment', 8), ('movie', 1), 0, ['AtLocation', 'RelatedTo']), (('movie', 1), ('entertainment', 8), 1, ['UsedFor', 'RelatedTo']), (('entertainment', 11), ('movie', 1), 0, ['AtLocation', 'RelatedTo']), (('movie', 1), ('entertainment', 11), 1, ['UsedFor', 'RelatedTo']), (('movie', 1), ('pictures', 15), 1, ['RelatedTo']), (('screenplay', 18), ('movie', 1), 0, ['RelatedTo']), (('screenplay', 11), ('cinematography', 63), 1, ['HasContext'])]"
759,759,T858,GW28," The Screenplay by of Death Note are Charles Parlapanides, Vlas Parlapanides, and Jeremy Slater.  The Starring of Death Note are Nat Wolff, Lakeith Stanfield, Margaret Qualley, Shea Whigham, Paul Nakauchi, Jason Liles, and Willem Dafoe.  The Language of Death Note are English.  The Cinematography of Death Note are David Tattersall. ",Death Note is an American film of a Chinese story.,0,"the screenplay by of death note are charles parlapanides ,  vlas parlapanides ,  and jeremy slater .   the starring of death note are nat wolff ,  lakeith stanfield ,  margaret qualley ,  shea whigham ,  paul nakauchi ,  jason liles ,  and willem dafoe .   the language of death note are english .   the cinematography of death note are david tattersall . ","[(('note', 1), ('language', 46), 1, ['RelatedTo']), (('chinese', 8), ('language', 46), 1, ['IsA']), (('english', 51), ('american', 4), 0, ['RelatedTo'])]"
760,760,T858,GW28," The Produced by of Death Note are Roy Lee, Dan Lin, Masi Oka, Jason Hoffs, and Ted Sarandos.  The Screenplay by of Death Note are Charles Parlapanides, Vlas Parlapanides, and Jeremy Slater.  The Based on of Death Note are Death Note  , by  Tsugumi Ohba, and Takeshi Obata.  The Language of Death Note are English. ",Death Note is based on a Japanese manga comic.,1,"the produced by of death note are roy lee ,  dan lin ,  masi oka ,  jason hoffs ,  and ted sarandos .   the screenplay by of death note are charles parlapanides ,  vlas parlapanides ,  and jeremy slater .   the based on of death note are death note   ,  by  tsugumi ohba ,  and takeshi obata .   the language of death note are english . ","[(('note', 1), ('language', 59), 1, ['RelatedTo']), (('language', 59), ('japanese', 6), 0, ['RelatedTo']), (('japanese', 6), ('language', 59), 1, ['RelatedTo'])]"
761,761,T858,GW28," The Produced by of Death Note are Roy Lee, Dan Lin, Masi Oka, Jason Hoffs, and Ted Sarandos.  The Based on of Death Note are Death Note  , by  Tsugumi Ohba, and Takeshi Obata.  The Starring of Death Note are Nat Wolff, Lakeith Stanfield, Margaret Qualley, Shea Whigham, Paul Nakauchi, Jason Liles, and Willem Dafoe.  The Language of Death Note are English. ",Death Note stars a largely English cast.,2,"the produced by of death note are roy lee ,  dan lin ,  masi oka ,  jason hoffs ,  and ted sarandos .   the based on of death note are death note   ,  by  tsugumi ohba ,  and takeshi obata .   the starring of death note are nat wolff ,  lakeith stanfield ,  margaret qualley ,  shea whigham ,  paul nakauchi ,  jason liles ,  and willem dafoe .   the language of death note are english . ","[(('note', 1), ('language', 70), 1, ['RelatedTo']), (('language', 70), ('english', 5), 0, ['RelatedTo']), (('english', 5), ('language', 70), 1, ['RelatedTo', 'IsA'])]"
762,762,T858,GW51," The Production companies of Death Note are LP Entertainment, Vertigo Entertainment, and Lin Pictures.  The Distributed by of Death Note are Netflix.  The Screenplay by of Death Note are Charles Parlapanides, Vlas Parlapanides, and Jeremy Slater.  The Starring of Death Note are Nat Wolff, Lakeith Stanfield, Margaret Qualley, Shea Whigham, Paul Nakauchi, Jason Liles, and Willem Dafoe. ","Death Note is a feature-film adaptation of the manga series, Netflix.",0,"the production companies of death note are lp entertainment ,  vertigo entertainment ,  and lin pictures .   the distributed by of death note are netflix .   the screenplay by of death note are charles parlapanides ,  vlas parlapanides ,  and jeremy slater .   the starring of death note are nat wolff ,  lakeith stanfield ,  margaret qualley ,  shea whigham ,  paul nakauchi ,  jason liles ,  and willem dafoe . ","[(('production', 1), ('feature', 4), 0, ['Hyponym']), (('feature', 4), ('production', 1), 1, ['Hypernym']), (('production', 1), ('film', 6), 0, ['Hyponym']), (('film', 6), ('production', 1), 1, ['Hypernym']), (('production', 1), ('series', 11), 0, ['Hyponym']), (('series', 11), ('production', 1), 1, ['Hypernym']), (('starring', 44), ('feature', 4), 0, ['Synonym'])]"
763,763,T858,GW51," The Produced by of Death Note are Roy Lee, Dan Lin, Masi Oka, Jason Hoffs, and Ted Sarandos.  The Screenplay by of Death Note are Charles Parlapanides, Vlas Parlapanides, and Jeremy Slater.  The Starring of Death Note are Nat Wolff, Lakeith Stanfield, Margaret Qualley, Shea Whigham, Paul Nakauchi, Jason Liles, and Willem Dafoe.  The Music by of Death Note are Atticus Ross, and Leopold Ross. ","Death Note stars Lakeith Stanfield, famous for his roles in Atlanta and Get Out.",1,"the produced by of death note are roy lee ,  dan lin ,  masi oka ,  jason hoffs ,  and ted sarandos .   the screenplay by of death note are charles parlapanides ,  vlas parlapanides ,  and jeremy slater .   the starring of death note are nat wolff ,  lakeith stanfield ,  margaret qualley ,  shea whigham ,  paul nakauchi ,  jason liles ,  and willem dafoe .   the music by of death note are atticus ross ,  and leopold ross . ","[(('jeremy', 37), ('famous', 6), 0, ['Desires']), (('music', 69), ('note', 1), 0, ['RelatedTo']), (('note', 1), ('music', 69), 1, ['HasContext', 'RelatedTo', 'PartOf'])]"
